question,answer,context,reference,document
"Quem é o responsável pela Portaria BTV.0066/2018, de 20 de junho de 2018?","O Diretor Geral do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo","Portaria nº 3.903, de 04 de novembro de 2015 RESOLVE: REVOGAR portaria BTV.0066/2018, de 20 de junho de 2018, que designa membros para compor Comissao Eleitoral para Coordenacao do Curso de Tecnologia em Analise e Desenvolvimento de Sistemas do Campus de Boituva","Portaria BTV.0066/2018, de 20 de junho de 2018, Art. 1º",boituva_portarias
Quem foi designado como fiscal do contrato de recepcionista para o Campus Boituva do IFSP?,"A servidora Alexsandra Brandao Marcon, CPF: 173.825.878-51 como titular e a servidora Mariane de Almeida Silva Lara, CPF: 319.145.728-31 como substituta.","Art 1º - DESIGNAR servidora Alexsandra Brandao Marcon, CPF: 173.825.878-51 como titular e como substituta servidora Mariane de Almeida Silva Lara, CPF: 319.145.728-31, para nos termos do artigo 67 da Lei nº 8.666/93, exercer a fiscalizacao acompanhamento do contrato abaixo relacionado:","PORTARIA BTV.0061/2018, DE 18 DE JUNHO DE 2018, Art. 1º",boituva_portarias
Quem é o responsável pela designação dos servidores para compor a banca examinadora de processo seletivo simplificado de professor substituto na área de Educação Física no Campus Boituva do IFSP?,O Diretor Geral do Campus Boituva do IFSP,"O DIRETOR GERAL DO CAMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO NO USO de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, RESOLVE: Art 1º - DESIGNAR Os servidores abaixo relacionados para constituírem, sob presidência do primeiro, BANCA EXAMINADORA referente ao Processo Seletivo Simplificado de Professor Substituto da área de Educação Física, do Campus Boituva, de que trata o Edital nº 344, de 24/05/2018,","PORTARIA BTV.0065/2018, DE 18 DE JUNHO DE 2018, Art. 1º",boituva_portarias
Quem foi designado para substituir a Coordenadora de Gestão de Pessoas do Campus Boituva durante o período de férias?,"FERNANDO MESCOLLOTTO, ocupante do cargo de Assistente em Administração","RESOLVE: DESIGNAR servidor FERNANDO MESCOLLOTTO, ocupante do cargo de Assistente em Administracao, pertencente ao Quadro Permanente deste IFSP, para substituir a Coordenadora de Gestao de Pessoas (FG-02) do Campus Boituva, no periodo de 14/06/2018 a 27/06/2018, por motivo de ferias","PORTARIA BTV.0058/2018, DE 14 DE JUNHO DE 2018, Art. 1º",boituva_portarias
Quem é o responsável pela substituição do Diretor-Geral do Campus Boituva no período de 25/06/2018 a 29/06/2018?,"O servidor Flávio Aparecido Pontes, ocupante do cargo de Professor EBTT, pertencente ao Quadro Permanente do IFSP.","RESOLVE: DESIGNAR, servidor FLÁVIO APARECIDO PONTES, ocupante do cargo de Professor EBTT, pertencente ao Quadro Permanente deste IFSP, para substituir o Diretor-Geral (CD-2) do Campus Boituva, no período de 25/06/2018 a 29/06/2018, por motivo de Participação na Reunião do Colegio de Dirigentes da viagem Natal/RN para participação no CBEU Congresso Brasileiro de Extensão Universitária.","Portaria nº 3.903, de 04 de novembro de 2015, Art. 1º",boituva_portarias
Quem é o servidor designado para substituir a Coordenadora de Apoio à Direção do Campus Boituva durante o período de férias?,"FELIPE GOBO BRUNO, ocupante do cargo de Técnico em Laboratório Área Informática","RESOLVE: DESIGNAR servidor FELIPE GOBO BRUNO, ocupante do cargo de Tecnico em Laboratorio Area Informatica, pertencente ao Quadro Permanente deste IFSP, para substituir a Coordenadora de Apoio a Direcao (FG-02) do Campus Boituva, no periodo de 10/07/2018 a 27/07/2018, por motivo de ferias","PORTARIA BTV.0067/2018, DE 20 DE JUNHO DE 2018, Art. 1º",boituva_portarias
Quem é o responsável pela designação de servidores para compor a banca examinadora de processo seletivo simplificado de professor substituto?,"O Diretor Geral do Campus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo.","O DIRETOR GERAL DO CAMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO, no uso de suas atribuicoes legais delegadas pela Portaria n' 3.903, de 04 de novembro de 2015, RESOLVE:","PORTARIA BTV.0062/2018, DE 18 DE JUNHO DE 2018, Art 1.0",boituva_portarias
O que é o projeto 'Robotica Nas Escolas' do IFSP?,"O projeto 'Robotica Nas Escolas' é um projeto institucional de extensão que visa produzir o conceito de robótica nas escolas municipais de Boituva, com alunos do ensino fundamental, construindo robôs com kits Lego, realizando experimentos, levantando hipóteses, testando-as, estimulando a criatividade, a capacidade de resolução de problemas e avaliando os resultados, estimulando o trabalho em grupo.","Art 3' Produzir o conceito de Robotica nas escolas municipais de Boituva, com alunos do ensino fundamental. Construir robos com kits lego, de maneira realizar experimentos, levantar hipoteses, testa-las equipe, estimular a criatividade, estimular a capacidade de resolucao de problemas avaliar os resultados, estimular trabalho em grupo.","PORTARIA BTV.0074/2018, DE 25 DE JUNHO DE 2018, Art. 3",boituva_portarias
Quem são os membros designados para compor a Comissão Organizadora da Festa Junina do IFSP Campus Boituva?,"Andrea Gomes Nazuto Goncalves, Heloisa Bressan Goncalves, Marcelo Frate, Ivan Douglas de Souza, Tiago Monteiro Dionizio, Bruna Carnete da Silva, Paulo Rodrigo Barbosa de Souza, Denis Americo Ferreira, Mariana de Moura Ribeiro, Carlos Eduardo de Sa, Natasha Silva de Oliveira, Maria Rita Bialtas, Katyelen Jesus dos Santos, Thamirys Aymee Pereira de Araujo e Maria Eduarda Rodrigues Fantinatti.","Art 18 - DESIGNAR, as pessoas abaixo relacionadas para, sob presidência do primeiro, constituírem a Comissão Organizadora da Festa Junina do IFSP Campus Boituva, a se realizar no dia 09 de junho de 2018,.","PORTARIA BTV.0053/2018, DE 05 DE JUNHO DE 2018, Art 18",boituva_portarias
Quem é o responsável pela Comissão Local para matrículas do Processo Seletivo para o segundo semestre de 2018?,"A Coordenadora de Registros Acadêmicos, Alexsandra Brandao Marcon.","Art. 10 - DESIGNAR, os membros abaixo relacionados, sob presidência da Coordenadora de Registros Acadêmicos, Alexsandra Brandao Marcon; constituirem Comissão Local para matrículas do Processo Seletivo para 2º semestre de 2018, com atendimento conforme abaixo:","PORTARIA BTV.0068/2018, DE 22 DE JUNHO DE 2018, Art. 10",boituva_portarias
Quem é o servidor designado para substituir o Diretor Geral do Campus Boituva do IFSP?,RAFAEL AUGUSTO ROCHA MAIA,"RESOLVE: DESIGNAR, servidor RAFAEL AUGUSTO ROCHA MAIA, ocupante do cargo de Assistente em Administracao, pertencente ao Quadro Permanente deste IFSP, 24/07/2018, por motivo de Licenca Capacitacao. para substituir o Diretor Geral (CD-2) do Campus Boituva, no periodo de 10/07/2018 a","PORTARIA BTV.0070/2018, DE 22 DE JUNHO DE 2018, Art. 1º",boituva_portarias
"Quem é o responsável pela designação de servidores para compor a banca examinadora de processo seletivo simplificado de professor substituto no Instituto Federal de Educação, Ciência e Tecnologia de São Paulo?","O Diretor Geral do Campus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo.","O DIRETOR GERAL DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO, no uso de suas atribuições legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, RESOLVE:","PORTARIA BTV.0063/2018, DE 18 DE JUNHO DE 2018, Art 1.8",boituva_portarias
Quem é o responsável por organizar as reuniões da Comissão da IV Feira de Recrutamento do Campus Boituva?,O Presidente da Comissão,"Art 3º - O Presidente da Comissao supracitada sera responsavel por organizar as reunioes, que deverao ser registradas em ata especifica contendo o tema ou pauta da reuniao, assinatura dos presentes, e deverao ser entregues ao final dos trabalhos na Direcao Geral.","PORTARIA BTV.0059/2018, DE 18 DE JUNIIO DE 2018, Art. 3º",boituva_portarias
Quem é o responsável pela Portaria BTV.0066/2018?,"O Diretor Geral do Campus de Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo","DIRETOR GERAL DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE uso de suas atribuicdes legais, delegadas pela Portaria n"" 3.903, de 04 de novembro de EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO","Portaria BTV.0066/2018, de 20 de junho de 2018, Art. 1º",boituva_portarias
Quais são os membros da Comissão Científica do Campus Boituva do IFSP?,"Os membros da Comissão Científica do Campus Boituva do IFSP são: Felipe Augusto Ferreira de Almeida (Engenharias - Eletrica), Agnes Cruz de Souza (Ciências Humanas), Andreza Silva Areao (Ensino a Distância), Eline Gomes de Oliveira Zioli (Ciências Sociais Aplicadas), Emerson Ferreira Gomes (Ciências Exatas e da Terra), Flavio Aparecido Pontes (Ciências Agrárias), Heloisa Bressan Goncalves (Ciências Biológicas e Saúde), Jorge Luiz Antonio (Linguística, Letras e Artes), Luiz Egidio Costa Cunha (Informática), Mario Luiz Ferrari Pin (Engenharias - Energia), Natallie Zilio de Souza (Engenharias - Mecânica).","Art 1º - DESIGNAR, os membros abaixo relacionados, sob presidência do primeiro para compor a Comissão Científica do Campus Boituva: ...","PORTARIA BTV.0055/2018, DE 08 DE JUNHO DE 2018, Art. 1º",boituva_portarias
Quem são os membros designados para compor a Comissão Eleitoral para Coordenação do Curso de Tecnologia em Análise e Desenvolvimento de Sistemas do Campus de Boituva?,"Os membros designados são Felipe Gobo Bruno, Tecnico Administrativo, Ricardo Pezzotti Schefer, Docente, e Cayo Diebe, Discente.","Art 1º - DESIGNAR, os membros abaixo relacionados, sob Comissao Eleitoral para Coordenacao do Curso de Tecnologia em Analise e Desenvolvimento de Sistemas do Campus de Boituva; referente Resolucao 042/2018 do CONSUP que dispoe sobre a aprovacao do codigo eleitoral para eleicao de Coordenacao de Cursos: |Felipe Gobo Bruno|Tecnico Administrativo| |Ricardo Pezzotti Schefer|Docente| |Cayo Diebe|Discente|.","PORTARIA BTV.0073/2018, DE 25 DE JUNHO DE 2018, Art 1º",boituva_portarias
Quem foi designado para substituir o Diretor Geral do Campus Boituva do IFSP no período de 25/07/2018 a 30/08/2018?,"Flavio Aparecido Pontes, ocupante do cargo de Professor EBTT","RESOLVE: DESIGNAR servidor FLAVIO APARECIDO PONTES, ocupante do cargo de Professor EBTT, pertencente ao Quadro Permanente deste IFSP, para substituir o Diretor Geral (CD-2) do Campus Boituva; no periodo de 25/07/2018 a 30/08/2018, por motivo de Licenca Capacitacao.","PORTARIA BTV.0071/2018, DE 22 DE JUNHO DE 2018, Art. 1º",boituva_portarias
"Quem é o responsável pela Portaria BTV.0143/2018, que institui a Comissão de Membros Auxiliares do Processo Seletivo do Campus Boituva?","Flávio Aparecido Pontes, Diretor Geral em Exercício do Campus Boituva","FLAVIO APARECIDO PONTES. DIRETOR GERAL EM EXERCiCIO DO CAMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO no USO de suas atribuicdes legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015","Portaria BTV.0143/2018, de 29 de outubro de 2018, Art. 1º",boituva_portarias
"Quais são as funções dos servidores Debora Rodrigues Moura, Eliane Aparecida Bacocina e Katiana de Lima Alves Silva no Curso de Licenciatura em Pedagogia do Campus Boituva?","Os servidores Debora Rodrigues Moura, Eliane Aparecida Bacocina e Katiana de Lima Alves Silva são orientadores de estágios do Curso de Licenciatura em Pedagogia do Campus Boituva.","Art1: DESIGNAR, os servidores Debora Rodrigues Moura Eliane Aparecida Bacocina, Katianade LimaAlves Silva, ocupantedo cargo Professor Ensino Basico, Tecnico e Tecnologico, pertencente a0 Quadro deste IFSP, como orientadores de estagios do Curso de Licenciatura em Pedagogia do Campus Boituva, com incentivo de 02 (duas) horas semanais.","PORTARIA BTV.0136/2018, DE 18 DE OUTUBRO DE 2018, Art. 1º",boituva_portarias
Quem é o responsável pela designação dos membros da Comissão Eleitoral para Coordenacao do Curso Licenciatura em Pedagogia do Campus de Boituva?,"O Diretor Geral do Campus Boituva do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo","DIRETOR GERAL DO CAMPUS BOITUVA DO INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO, no uso de suas atribuicoes legais, delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, e o que consta na Resolucao 042/2018 do CONSUP, que dispoe sobre a aprovacao do codigo eleitoral para eleicao de Coordenacao de Cursos;","PORTARIA BTV.0126/2018, DE 01 DE OUTUBRO DE 2018, Art. 1º",boituva_portarias
"Quem concede a retribuição por titulação ao servidor ocupante do cargo de Professor do Ensino Básico, Técnico e Tecnológico do CAMPUS BOITUVA?","O Diretor Geral do Campus Boituva, do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo.","O DIRETOR GERAL DO CAMPUS BOITUVA, DO INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE SAO PAULO, no USO de suas atribuicoes legais delegadas pela Portaria nº 3.903, de 04 de novembro de 2015, e tendo em vista estabelecido na Lei nº 11.784/2008, na Portaria IFSP nº 2.151 de 19/06/2015 Formulario de Avaliacao de Titulos, RESOLVE: CONCEDER ao servidor ocupante do cargo de Professor do Ensino Basico, Tecnico Tecnologico do CAMPUS BOITUVA RETRIBUICAO POR TITULACAO (RT) conforme segue:","PORTARIA BTV.0128/2018, DE 03 DE OUTUBRO DE 2018, Art. 1º",boituva_portarias
Quais são os servidores designados para compor a Comissão de Área: Informática do Campus Boituva?,"MARCELO FIGUEIREDO POLIDO, GIORJETY LICORINI DIAS, ROBSON JOAO GREGORIO RODRIGUES","Art 5º - DESIGNAR; OS servidores abaixo relacionados, sob presidência do primeiro, para compor Comissão de Área: Informática, para Atividade Docente do Campus Boituva, MARCELO FIGUEIREDO POLIDO GIORJETY LICORINI DIAS ROBSON JOAO GREGORIO RODRIGUES","PORTARIA BTV.0139/2018, DE 22 DE OUTUBRO DE 2018, Art. 5º",boituva_portarias
"Quais são os membros da Comissão Local para Permanência e Exito dos Estudantes do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo?","Os membros da Comissão Local para Permanência e Exito dos Estudantes do Instituto Federal de Educação, Ciência e Tecnologia de São Paulo são Cristiano Alves Pessoa, Andreza Silva Areao, Luiz Egidio Costa Cunha, Diogo Comitre, Wellington Aires Pinto, Eline Gomes de Oliveira Zioli, Newton Mitsushigue, Kamimura, Marcelo Figueiredo Polido, Robert Dias Ximenes, Roger Eduardo Silva Santos, Alexsandra Brandao Marcon, Cristiane Vega Parisella, Israel Mendes da Silva, Felipe Augusto Ferreira Almeida e Ruthe Sales Carneiro.","Art 2 - DESIGNAR os membros abaixo relacionados, sob a presidência do primeiro, para constituírem a Comissão Local para Permanência Exito do Estudantes. [...list of members...]","PORTARIA BTV.0135/2018, DE 18 DE OUTUBRO DE 2018, Art. 2",boituva_portarias
"Quem é o servidor designado para substituir o Coordenador de Manutenção, Almoxarifado e Patrimônio do Campus Boituva durante o período de férias?","Hebertom Cleitomgiuli Drigo, ocupante do cargo de Auxiliar de Biblioteca.","RESOLVE: DESIGNAR servidor HEBERTOM CLEITOMGIULI DRIGO, ocupante do cargo de Auxiliar de Biblioteca, pertencente ao Quadro Permanente deste IFSP, para Boituva, no período de 16/10/2018 a 26/10/2018, por motivo de férias, substituir o Coordenador de Manutenção, Almoxarifado Patrimonio (FG-02) do Campus BRUNO WOGUEIRA LUZ","PORTARIA BTV.0130/2018, DE 08 DE OUTUBRO DE 2018, Art. 1º",boituva_portarias
Quem foi designado para substituir o Diretor Geral do Campus Boituva durante o período de ferias?,"Flávio Aparecido Pontes, ocupante do cargo de Professor EBTT, pertencente ao Quadro Permanente do IFSP.","Art 1º - ALTERAR EM PARTES, a portaria BTV.0129/2018, de 03 de outubro de 2018, Onde se le: DESIGNAR servidor FLAVIO APARECIDO PONTES, ocupante do cargo de Professor EBTT, pertencente ao Quadro Permanente deste IFSP, para substituir o Diretor Geral (CD-02) do Campus Boituva, no periodo de 16/10/2018 e 17/10/2018, e o periodo de 22/10/2018 a 28/10/2018 por motivo de ferias.","PORTARIA BTV.0133/2018, DE 18 DE OUTUBRO DE 2018, Art. 1º",boituva_portarias
Quem foi designado para substituir o Diretor Geral do Campus Boituva durante o período de férias?,Flavio Aparecido Pontes,"RESOLVE: DESIGNAR servidor FLAVIO APARECIDO PONTES, ocupante do cargo de Geral (CD-02) do Campus Boituva, no período de 16/10/2018 a 24/10/2018, por motivo de Professor EBTT, pertencente ao Quadro Permanente deste IFSP para substituir Diretor em férias.","PORTARIA BTV.0129/2018, DE 03 DE OUTUBRO DE 2018, Art. 1º",boituva_portarias
Quem foi designado para substituir o Diretor Geral do Campus Boituva do IFSP em outubro de 2018?,"Flavio Aparecido Pontes, ocupante do cargo de Professor EBTT, pertencente ao Quadro Permanente do IFSP.","RESOLVE: DESIGNAR servidor FLAVIO APARECIDO PONTES, ocupante do cargo de Professor EBTT, pertencente ao Quadro Permanente deste IFSP, para substituir Diretor Geral (CD-02) do Campus Boituva, no período de 29/10/2018 a 31/10/2018, por motivo de participação na reunião do REDIRICOLDIRe reunião com a DEDIPRE.","PORTARIA BTV.0142/2018, DE 26 DE OUTUBRO DE 2018, Art. 1º",boituva_portarias
